0,0,0,0.200787402,-0.051181102,0.366141732,-0.181102362,0.484251969,-0.307086614,0.594488189,-0.381889764,0.263779528,-0.460629921,0.342519685,-0.657480315,0.393700787,-0.783464567,0.429133858,-0.901574803,0.149606299,-0.5,0.196850394,-0.724409449,0.232283465,-0.874015748,0.255905512,-1,0.035433071,-0.488188976,0.031496063,-0.704724409,0.035433071,-0.850393701,0.039370079,-0.976377953,-0.07480315,-0.429133858,-0.145669291,-0.578740157,-0.18503937,-0.68503937,-0.220472441,-0.787401575
0,0,0,0.206349206,-0.043650794,0.376984127,-0.162698413,0.507936508,-0.273809524,0.615079365,-0.353174603,0.265873016,-0.452380952,0.353174603,-0.654761905,0.408730159,-0.781746032,0.448412698,-0.900793651,0.150793651,-0.492063492,0.206349206,-0.722222222,0.242063492,-0.873015873,0.26984127,-1,0.035714286,-0.484126984,0.031746032,-0.706349206,0.035714286,-0.853174603,0.047619048,-0.98015873,-0.079365079,-0.428571429,-0.142857143,-0.583333333,-0.182539683,-0.69047619,-0.21031746,-0.793650794
0,0,0,0.202380952,-0.043650794,0.373015873,-0.162698413,0.5,-0.277777778,0.607142857,-0.353174603,0.261904762,-0.452380952,0.345238095,-0.654761905,0.400793651,-0.781746032,0.44047619,-0.900793651,0.146825397,-0.492063492,0.198412698,-0.722222222,0.234126984,-0.873015873,0.257936508,-1,0.031746032,-0.484126984,0.027777778,-0.702380952,0.031746032,-0.849206349,0.03968254,-0.98015873,-0.083333333,-0.428571429,-0.146825397,-0.579365079,-0.186507937,-0.686507937,-0.214285714,-0.78968254
0,0,0,0.207171315,-0.039840637,0.38247012,-0.15936255,0.509960159,-0.274900398,0.61752988,-0.35059761,0.266932271,-0.450199203,0.35059761,-0.653386454,0.406374502,-0.780876494,0.446215139,-0.900398406,0.151394422,-0.490039841,0.207171315,-0.721115538,0.243027888,-0.87250996,0.266932271,-1,0.035856574,-0.482071713,0.03187251,-0.701195219,0.039840637,-0.852589641,0.051792829,-0.980079681,-0.079681275,-0.426294821,-0.143426295,-0.581673307,-0.183266932,-0.689243028,-0.211155378,-0.792828685
0,0,0,0.206349206,-0.03968254,0.380952381,-0.162698413,0.507936508,-0.281746032,0.615079365,-0.353174603,0.265873016,-0.452380952,0.353174603,-0.654761905,0.408730159,-0.781746032,0.448412698,-0.896825397,0.150793651,-0.492063492,0.202380952,-0.722222222,0.242063492,-0.873015873,0.265873016,-1,0.035714286,-0.484126984,0.035714286,-0.702380952,0.03968254,-0.853174603,0.051587302,-0.98015873,-0.079365079,-0.428571429,-0.142857143,-0.583333333,-0.178571429,-0.69047619,-0.21031746,-0.793650794
0,0,0,0.206349206,-0.047619048,0.376984127,-0.162698413,0.503968254,-0.273809524,0.611111111,-0.345238095,0.265873016,-0.448412698,0.353174603,-0.650793651,0.408730159,-0.777777778,0.448412698,-0.896825397,0.150793651,-0.492063492,0.206349206,-0.722222222,0.242063492,-0.873015873,0.26984127,-1,0.035714286,-0.484126984,0.035714286,-0.702380952,0.03968254,-0.853174603,0.051587302,-0.98015873,-0.079365079,-0.432539683,-0.142857143,-0.587301587,-0.178571429,-0.694444444,-0.206349206,-0.793650794
0,0,0,0.208,-0.044,0.384,-0.156,0.516,-0.264,0.62,-0.336,0.272,-0.444,0.36,-0.648,0.416,-0.772,0.46,-0.888,0.156,-0.488,0.212,-0.716,0.252,-0.872,0.28,-1,0.04,-0.48,0.04,-0.704,0.048,-0.852,0.06,-0.976,-0.076,-0.428,-0.14,-0.584,-0.176,-0.692,-0.204,-0.796
0,0,0,0.212,-0.04,0.388,-0.152,0.524,-0.26,0.632,-0.332,0.284,-0.44,0.376,-0.644,0.432,-0.772,0.476,-0.892,0.164,-0.484,0.228,-0.716,0.264,-0.872,0.292,-1,0.048,-0.48,0.056,-0.7,0.064,-0.852,0.08,-0.98,-0.068,-0.432,-0.128,-0.588,-0.16,-0.7,-0.188,-0.804
0,0,0,0.208835341,-0.040160643,0.389558233,-0.148594378,0.526104418,-0.257028112,0.634538153,-0.333333333,0.281124498,-0.441767068,0.373493976,-0.646586345,0.43373494,-0.775100402,0.477911647,-0.891566265,0.16064257,-0.485943775,0.224899598,-0.718875502,0.265060241,-0.871485944,0.297188755,-1,0.044176707,-0.485943775,0.052208835,-0.706827309,0.064257028,-0.859437751,0.080321285,-0.983935743,-0.072289157,-0.437751004,-0.128514056,-0.59437751,-0.164658635,-0.702811245,-0.18875502,-0.807228916
0,0,0,0.208,-0.036,0.388,-0.148,0.524,-0.252,0.636,-0.328,0.28,-0.44,0.376,-0.64,0.436,-0.772,0.48,-0.888,0.164,-0.484,0.228,-0.716,0.268,-0.872,0.296,-1,0.048,-0.48,0.056,-0.704,0.072,-0.856,0.084,-0.984,-0.072,-0.436,-0.124,-0.596,-0.152,-0.704,-0.176,-0.808
